review_id,customer_name,age,brand,model,price_usd,price_local,currency,exchange_rate_to_usd,rating,review_text,sentiment,country,language,review_date,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,review_length,word_count,helpful_votes,source
34997,Daksh Goda,27,Google,Pixel 6,1079.19,₹89572.77,INR,83.0,4,Loving the clean UI and fast updates. No regrets buying this one.,Positive,India,Hindi,2024-10-12,True,4,3,3,2,4,65,12,5,AliExpress
34998,Megan Kerr-Richardson,29,Xiaomi,Redmi Note 13,359.97,£280.78,GBP,0.78,2,Battery life could be slightly better. Average experience overall.,Neutral,UK,English,2024-10-17,True,1,1,2,2,1,66,9,3,BestBuy
34999,Sabrina Mcdaniel,30,Realme,Realme 12 Pro,431.4,A$660.04,AUD,1.53,4,Loving the clean UI and fast updates. Absolutely worth it!,Positive,Australia,English,2023-09-24,True,5,5,2,4,5,58,10,4,BestBuy
35000,Kevin Todd,19,Samsung,Galaxy S24,1374.47,£1072.09,GBP,0.78,5,Worth every penny. Highly recommended! Absolutely worth it!,Positive,UK,English,2023-02-21,True,5,4,3,4,4,59,8,6,BestBuy
35001,Rachel Cox,25,Samsung,Galaxy Note 20,652.46,A$998.26,AUD,1.53,2,Neutral feelings — neither great nor bad. Okay for casual use.,Neutral,Australia,English,2023-02-23,True,3,3,2,1,1,62,11,2,Flipkart
35002,Isabella George,30,Apple,iPhone 14,815.51,A$1247.73,AUD,1.53,2,Speaker quality is bad and muffled. Wouldn’t recommend.,Negative,Australia,English,2023-02-27,True,1,1,2,1,1,55,8,2,Amazon
35003,Timothy Jones,48,Motorola,Razr 40,682.64,A$1044.44,AUD,1.53,4,Fast charging is a lifesaver. Absolutely worth it!,Positive,Australia,English,2024-10-12,True,3,4,5,4,5,50,8,7,Flipkart
35004,Rolf Metz,28,Motorola,Razr 40,726.12,€675.29,EUR,0.93,2,Battery drains too fast even on standby. Wouldn’t recommend.,Negative,Germany,German,2025-08-21,True,1,1,1,1,1,60,9,3,eBay
35005,Diego Aragão,24,Samsung,Galaxy A55,1374.62,R$7835.33,BRL,5.7,3,Absolutely love this phone! The camera is next level. Absolutely worth it!,Positive,Brazil,Portuguese,2023-12-07,True,1,1,2,3,1,74,12,3,Amazon
35006,Dr. Jörgen Henschel,29,Samsung,Galaxy A55,851.69,€792.07,EUR,0.93,1,Neutral feelings — neither great nor bad. Average experience overall.,Neutral,Germany,German,2024-04-25,True,1,1,1,1,1,69,10,1,eBay
35007,Letícia Peixoto,30,Google,Pixel 6,643.84,R$3669.89,BRL,5.7,1,Charging is very slow compared to other brands. Very disappointed.,Negative,Brazil,Portuguese,2025-04-20,False,1,1,1,1,1,66,10,2,Flipkart
35008,Joseph Wright,31,Apple,iPhone 13,1468.21,£1145.2,GBP,0.78,1,Charging is very slow compared to other brands. Very disappointed.,Negative,UK,English,2025-05-02,True,1,1,1,2,1,66,10,3,AliExpress
35009,Bhavani Bal,21,Apple,iPhone 14,986.67,₹81893.61,INR,83.0,4,Design feels premium and stylish. No regrets buying this one.,Positive,India,Hindi,2024-12-30,True,4,5,4,3,2,61,10,3,eBay
35010,Kerry Black,18,Motorola,Moto G Power,665.82,£519.34,GBP,0.78,1,Charging is very slow compared to other brands. Returning this soon.,Negative,UK,English,2025-06-01,True,1,2,1,1,1,68,11,7,eBay
35011,Mr Louis Ellis,21,Xiaomi,Mi 13 Pro,421.22,£328.55,GBP,0.78,4,Smooth performance even after months of use. Absolutely worth it!,Positive,UK,English,2023-05-06,True,2,4,4,5,4,65,10,10,BestBuy
35012,Richard Miller,28,Motorola,Razr 40,551.44,A$843.7,AUD,1.53,4,Battery easily lasts a day with heavy use. No regrets buying this one.,Positive,Australia,English,2025-02-11,True,4,5,2,2,4,70,13,12,Flipkart
35013,Susan Irwin PhD,25,Apple,iPhone 14,1114.4,A$1705.03,AUD,1.53,3,Smooth performance even after months of use. Loving it so far!,Positive,Australia,English,2023-07-14,True,4,3,1,5,2,62,11,4,eBay
35014,Holly King,27,Realme,Realme 12 Pro,446.97,C$616.82,CAD,1.38,4,Build quality feels solid and durable. No regrets buying this one.,Positive,Canada,English,2025-09-22,True,2,3,2,3,3,66,11,4,eBay
35015,Brittany Henderson,22,Motorola,Razr 40,413.13,C$570.12,CAD,1.38,2,"Performance is average, camera okay. Okay for casual use.",Neutral,Canada,English,2023-12-16,False,1,1,1,1,1,57,9,2,AliExpress
35016,Jessica Coleman,32,Motorola,Moto G Power,773.04,$773.04,USD,1.0,3,Not bad for daily use but could be optimized. Average experience overall.,Neutral,USA,English,2022-11-03,True,3,3,3,2,2,73,12,2,Flipkart
35017,Yilmaz Lorch,22,Google,Pixel 8,826.96,€769.07,EUR,0.93,4,Worth every penny. Highly recommended! Absolutely worth it!,Positive,Germany,German,2025-06-13,True,3,3,4,5,2,59,8,2,eBay
35018,Srta. Alice Cunha,26,Google,Pixel 8,747.42,R$4260.29,BRL,5.7,1,Not bad for daily use but could be optimized. Average experience overall.,Neutral,Brazil,Portuguese,2023-09-30,False,2,1,1,1,1,73,12,0,Flipkart
35019,Idika Jani,22,Motorola,Moto G Power,731.58,₹60721.14,INR,83.0,4,Not bad for daily use but could be optimized. Fine but could be better.,Neutral,India,Hindi,2024-10-22,True,4,4,4,3,2,71,14,1,BestBuy
35020,Ann Duncan,19,Motorola,Edge 50,580.83,$580.83,USD,1.0,4,Loving the clean UI and fast updates. Best purchase of the year!,Positive,USA,English,2025-03-15,True,3,5,4,4,4,64,12,4,BestBuy
35021,Kimberly Hernandez,27,OnePlus,OnePlus 11R,595.79,A$911.56,AUD,1.53,5,Battery easily lasts a day with heavy use. Absolutely worth it!,Positive,Australia,English,2025-10-19,True,4,5,5,4,4,63,11,4,AliExpress
35022,Mr Simon Brown,43,Xiaomi,Mi 13 Pro,503.0,£392.34,GBP,0.78,4,Design feels premium and stylish. Loving it so far!,Positive,UK,English,2024-02-08,False,5,2,4,3,1,51,9,8,eBay
35023,Ilonka Tschentscher,18,Samsung,Galaxy S24,1195.27,€1111.6,EUR,0.93,4,Battery easily lasts a day with heavy use. Loving it so far!,Positive,Germany,German,2023-11-21,True,2,1,3,4,4,60,12,2,Flipkart
35024,Jamie French,27,Samsung,Galaxy Z Flip,1055.73,A$1615.27,AUD,1.53,5,"Face unlock is instant, super smooth. Best purchase of the year!",Positive,Australia,English,2023-12-12,True,5,2,3,4,5,64,11,8,Flipkart
35025,Elena Kraushaar,19,Google,Pixel 7a,920.94,€856.47,EUR,0.93,2,Sound quality is okay but not very loud. Okay for casual use.,Neutral,Germany,German,2023-02-26,True,3,2,3,2,3,61,12,4,BestBuy
35026,Leon Rogers-Brown,21,Motorola,Moto G Power,709.78,£553.63,GBP,0.78,4,Fast charging is a lifesaver. Best purchase of the year!,Positive,UK,English,2025-07-21,False,3,5,3,4,4,56,10,11,BestBuy
35027,Matthew Burns,25,Samsung,Galaxy Z Flip,769.61,د.إ2824.47,AED,3.67,2,Not worth the money spent. Wouldn’t recommend.,Negative,UAE,English,2025-05-19,True,2,2,2,2,1,46,7,4,BestBuy
35028,Janet Roberts,33,Xiaomi,Mi 13 Pro,577.51,£450.46,GBP,0.78,4,Absolutely love this phone! The camera is next level. No regrets buying this one.,Positive,UK,English,2024-11-29,True,4,2,4,4,4,81,14,4,BestBuy
35029,Larry Cochran,45,Motorola,Razr 40,408.39,A$624.84,AUD,1.53,1,Charging is very slow compared to other brands. Not up to the mark.,Negative,Australia,English,2024-08-29,True,1,1,1,1,2,67,13,1,AliExpress
35030,Joshua Harris,44,Samsung,Galaxy S24,1007.71,د.إ3698.3,AED,3.67,3,Software updates are delayed sometimes. Okay for casual use.,Neutral,UAE,English,2024-07-18,True,2,2,2,1,4,60,9,2,BestBuy
35031,Radhika Ray,36,Xiaomi,Redmi Note 13,296.95,₹24646.85,INR,83.0,1,Speaker quality is bad and muffled. Returning this soon.,Negative,India,Hindi,2024-08-25,False,1,1,2,1,2,56,9,1,eBay
35032,Yan Ribeiro,52,Apple,iPhone 15 Pro,849.88,R$4844.32,BRL,5.7,3,Battery easily lasts a day with heavy use. Best purchase of the year!,Positive,Brazil,Portuguese,2023-05-31,True,3,2,3,1,3,69,13,4,BestBuy
35033,Deborah Williams,33,Xiaomi,Poco X6,595.93,C$822.38,CAD,1.38,5,Fast charging is a lifesaver. Absolutely worth it!,Positive,Canada,English,2023-07-11,True,5,5,4,5,5,50,8,6,BestBuy
35034,Yasmin Pinto,27,Apple,iPhone 13,1123.63,R$6404.69,BRL,5.7,4,Build quality feels solid and durable. No regrets buying this one.,Positive,Brazil,Portuguese,2024-07-09,True,3,3,3,3,5,66,11,2,AliExpress
35035,Isabelly Santos,28,Google,Pixel 8,625.71,R$3566.55,BRL,5.7,4,"Face unlock is instant, super smooth. Absolutely worth it!",Positive,Brazil,Portuguese,2025-06-14,False,2,3,5,4,3,58,9,8,Amazon
35036,Carrie Anderson,20,OnePlus,OnePlus Nord 3,959.57,$959.57,USD,1.0,4,"Face unlock is instant, super smooth. Loving it so far!",Positive,USA,English,2023-06-05,True,5,3,4,3,2,55,10,4,Amazon
35037,Tanveer Khurana,23,Xiaomi,Redmi Note 13,278.13,₹23084.79,INR,83.0,1,Customer service was disappointing. Wouldn’t recommend.,Negative,India,Hindi,2023-04-01,True,1,1,2,1,1,55,6,1,AliExpress
35038,Matthew Snow,46,Xiaomi,Redmi Note 13,245.34,د.إ900.4,AED,3.67,3,Absolutely love this phone! The camera is next level. Loving it so far!,Positive,UAE,English,2025-04-12,True,2,1,4,3,4,71,13,9,eBay
35039,Dhriti Majumdar,30,Xiaomi,Poco X6,589.42,₹48921.86,INR,83.0,3,Absolutely love this phone! The camera is next level. No regrets buying this one.,Positive,India,Hindi,2024-04-27,True,2,5,2,1,3,81,14,4,BestBuy
35040,Univ.Prof. Patrizia Bloch,34,Xiaomi,Poco X6,329.65,€306.57,EUR,0.93,2,"Overall decent, but expected a bit more for the price. Average experience overall.",Neutral,Germany,German,2024-03-02,False,2,1,1,1,1,82,13,1,BestBuy
35041,Michelle Mccormick,48,Realme,Realme 12 Pro,577.29,د.إ2118.65,AED,3.67,4,"Face unlock is instant, super smooth. Best purchase of the year!",Positive,UAE,English,2024-07-05,True,3,2,5,4,3,64,11,15,eBay
35042,Erdogan Meister,18,Apple,iPhone 13,1232.51,€1146.23,EUR,0.93,3,Battery life could be slightly better. Average experience overall.,Neutral,Germany,German,2023-11-09,True,3,4,2,2,2,66,9,3,BestBuy
35043,Donald Boone,18,Xiaomi,Poco X6,322.23,$322.23,USD,1.0,1,Charging is very slow compared to other brands. Returning this soon.,Negative,USA,English,2022-12-09,True,1,1,1,1,1,68,11,1,Flipkart
35044,Thales Souza,18,Google,Pixel 7a,1029.77,R$5869.69,BRL,5.7,4,Smooth performance even after months of use. Best purchase of the year!,Positive,Brazil,Portuguese,2023-09-10,True,3,3,2,3,3,71,12,6,eBay
35045,Pooja Subramaniam,22,Xiaomi,Mi 13 Pro,664.39,₹55144.37,INR,83.0,3,"Face unlock is instant, super smooth. Best purchase of the year!",Positive,India,Hindi,2024-05-31,False,3,3,2,3,2,64,11,6,Amazon
35046,Emanuelly Moraes,33,Realme,Realme Narzo 70,380.27,R$2167.54,BRL,5.7,4,Sound quality is okay but not very loud. Fine but could be better.,Neutral,Brazil,Portuguese,2024-05-02,True,5,5,4,4,3,66,13,2,Flipkart
35047,Terry Davis,30,OnePlus,OnePlus 11R,629.54,A$963.2,AUD,1.53,4,Fast charging is a lifesaver. Absolutely worth it!,Positive,Australia,English,2024-06-01,True,4,4,4,4,5,50,8,4,Amazon
35048,Joe Garcia,37,Google,Pixel 8,605.25,$605.25,USD,1.0,2,"Phone is fine, not the best in this range. Average experience overall.",Neutral,USA,English,2025-09-16,True,2,1,3,1,1,70,12,0,BestBuy
35049,Jesse Allen,31,Motorola,Razr 40,701.0,A$1072.53,AUD,1.53,4,Battery life could be slightly better. Okay for casual use.,Neutral,Australia,English,2023-09-02,True,5,3,5,2,3,59,10,3,eBay
35050,Brandi Taylor,18,Realme,Realme Narzo 70,556.48,$556.48,USD,1.0,4,Loving the clean UI and fast updates. Absolutely worth it!,Positive,USA,English,2022-12-30,True,5,3,3,4,3,58,10,4,AliExpress
35051,Kevin Dorsey,32,Samsung,Galaxy S24,1104.74,د.إ4054.4,AED,3.67,4,Loving the clean UI and fast updates. Best purchase of the year!,Positive,UAE,English,2025-04-10,True,4,4,4,5,4,64,12,6,Flipkart
35052,Joshua Brandt,31,OnePlus,OnePlus 11R,589.5,A$901.94,AUD,1.53,1,Phone lags often after a few apps. Not up to the mark.,Negative,Australia,English,2024-10-06,False,1,1,1,1,3,54,12,0,BestBuy
35053,John Jimenez,33,Google,Pixel 6,719.7,A$1101.14,AUD,1.53,4,Battery easily lasts a day with heavy use. Loving it so far!,Positive,Australia,English,2025-02-08,True,2,4,4,5,3,60,12,5,eBay
35054,Srta. Isabella da Paz,31,Motorola,Moto G Power,346.98,R$1977.79,BRL,5.7,2,"Phone is fine, not the best in this range. Average experience overall.",Neutral,Brazil,Portuguese,2023-12-28,True,1,1,1,1,3,70,12,1,AliExpress
35055,Gayathri Sehgal,18,OnePlus,OnePlus 12,499.83,₹41485.89,INR,83.0,2,Software updates are delayed sometimes. Average experience overall.,Neutral,India,Hindi,2023-05-30,True,1,1,1,3,2,67,8,0,eBay
35056,Nicole Harris,28,Apple,iPhone 14,1478.88,$1478.88,USD,1.0,1,Battery drains too fast even on standby. Wouldn’t recommend.,Negative,USA,English,2022-10-27,True,1,1,1,2,1,60,9,1,Amazon
35057,John Simmons,26,Realme,Realme Narzo 70,385.9,C$532.54,CAD,1.38,2,Not bad for daily use but could be optimized. Okay for casual use.,Neutral,Canada,English,2023-06-26,True,1,1,2,1,3,66,13,1,AliExpress
35058,Ingo Spieß,31,Apple,iPhone SE,860.6,€800.36,EUR,0.93,4,Smooth performance even after months of use. Loving it so far!,Positive,Germany,German,2023-06-20,True,3,3,4,3,3,62,11,4,Flipkart
35059,Hedi Mende,35,OnePlus,OnePlus 11R,363.85,€338.38,EUR,0.93,2,Camera quality is very poor indoors. Not up to the mark.,Negative,Germany,German,2024-04-15,True,3,1,2,2,1,56,11,2,eBay
35060,Mathew Robinson,30,Samsung,Galaxy S24,1146.66,د.إ4208.24,AED,3.67,4,Display is crisp and vibrant — perfect for gaming. No regrets buying this one.,Positive,UAE,English,2024-07-09,True,3,4,4,3,4,78,14,10,Flipkart
35061,Eta Suri,28,OnePlus,OnePlus 11R,811.76,₹67376.08,INR,83.0,3,Neutral feelings — neither great nor bad. Average experience overall.,Neutral,India,Hindi,2022-11-10,True,3,2,3,2,3,69,10,2,Amazon
35062,Indali Gopal,30,Realme,Realme 12 Pro,183.41,₹15223.03,INR,83.0,4,Worth every penny. Highly recommended! Best purchase of the year!,Positive,India,Hindi,2025-09-22,True,3,4,3,4,4,65,10,3,AliExpress
35063,Edelgard Gutknecht,26,Xiaomi,Mi 13 Pro,555.64,€516.75,EUR,0.93,4,Battery easily lasts a day with heavy use. No regrets buying this one.,Positive,Germany,German,2025-01-25,True,3,5,4,3,1,70,13,4,Amazon
35064,Jacqueline Ramsey,42,Samsung,Galaxy Z Flip,1312.44,د.إ4816.65,AED,3.67,5,Loving the clean UI and fast updates. Loving it so far!,Positive,UAE,English,2024-05-12,True,4,4,4,5,3,55,11,4,AliExpress
35065,Ishwar Bhatt,29,Xiaomi,Poco X6,681.07,₹56528.81,INR,83.0,4,Build quality feels solid and durable. Best purchase of the year!,Positive,India,Hindi,2023-08-13,True,3,5,3,2,2,65,11,3,Flipkart
35066,Veronica Haney,33,Realme,Realme 12 Pro,486.97,A$745.06,AUD,1.53,4,Display is crisp and vibrant — perfect for gaming. Absolutely worth it!,Positive,Australia,English,2023-05-15,False,3,4,3,3,5,71,12,4,Amazon
35067,Benjamin Weiss,18,Apple,iPhone 13,997.5,A$1526.17,AUD,1.53,5,Smooth performance even after months of use. No regrets buying this one.,Positive,Australia,English,2024-04-03,True,5,4,4,5,5,72,12,3,AliExpress
35068,Maria Richard,23,Google,Pixel 7a,1096.79,C$1513.57,CAD,1.38,4,Fast charging is a lifesaver. Best purchase of the year!,Positive,Canada,English,2023-06-28,False,2,4,5,3,3,56,10,8,Flipkart
35069,Robin Woodard,21,Google,Pixel 7a,622.65,C$859.26,CAD,1.38,1,Speaker quality is bad and muffled. Very disappointed.,Negative,Canada,English,2023-03-04,True,1,3,1,2,1,54,8,1,eBay
35070,Jeffrey Crosby,18,Samsung,Galaxy Note 20,1296.87,A$1984.21,AUD,1.53,4,Loving the clean UI and fast updates. Loving it so far!,Positive,Australia,English,2025-09-29,True,5,3,3,2,5,55,11,8,BestBuy
35071,Taylor Howard,28,Samsung,Galaxy Note 20,1100.68,$1100.68,USD,1.0,2,Neutral feelings — neither great nor bad. Fine but could be better.,Neutral,USA,English,2024-11-13,False,2,4,1,3,1,67,12,2,AliExpress
35072,Jill Barton,22,Xiaomi,Redmi Note 13,456.1,$456.1,USD,1.0,4,"Face unlock is instant, super smooth. No regrets buying this one.",Positive,USA,English,2023-11-09,True,3,5,5,3,3,65,11,7,BestBuy
35073,Werner Hein,50,Samsung,Galaxy A55,1364.62,€1269.1,EUR,0.93,3,"Overall decent, but expected a bit more for the price. Fine but could be better.",Neutral,Germany,German,2024-12-06,True,5,3,4,4,3,80,15,0,BestBuy
35074,Lisa Kim,29,Xiaomi,Mi 13 Pro,613.48,د.إ2251.47,AED,3.67,4,Worth every penny. Highly recommended! No regrets buying this one.,Positive,UAE,English,2023-06-23,False,2,4,4,1,4,66,10,5,BestBuy
35075,Michelle Tanner,21,Google,Pixel 8,625.05,C$862.57,CAD,1.38,1,Customer service was disappointing. Returning this soon.,Negative,Canada,English,2024-10-17,True,1,1,3,1,1,56,7,1,Flipkart
35076,Melissa Jackson,24,OnePlus,OnePlus 11R,469.77,A$718.75,AUD,1.53,2,Worth every penny. Highly recommended! Best purchase of the year!,Positive,Australia,English,2023-11-05,True,1,2,1,3,1,65,10,8,Amazon
35077,Liam Rees-Jones,38,Realme,Realme Narzo 70,565.56,£441.14,GBP,0.78,5,"Face unlock is instant, super smooth. No regrets buying this one.",Positive,UK,English,2024-07-19,False,3,4,4,4,5,65,11,5,Flipkart
35078,Eloá Pastor,18,Realme,Realme Narzo 70,281.04,R$1601.93,BRL,5.7,2,Phone lags often after a few apps. Returning this soon.,Negative,Brazil,Portuguese,2024-01-05,False,1,2,2,1,2,55,10,2,eBay
35079,Mandy Smith,38,Google,Pixel 8,939.28,£732.64,GBP,0.78,1,Phone lags often after a few apps. Not up to the mark.,Negative,UK,English,2023-05-08,True,1,1,1,1,1,54,12,1,BestBuy
35080,Michael Smith,38,Motorola,Razr 40,707.25,د.إ2595.61,AED,3.67,2,"Phone is fine, not the best in this range. Fine but could be better.",Neutral,UAE,English,2023-12-19,True,3,2,3,3,1,68,14,1,Amazon
35081,Radhika Jha,21,Xiaomi,Mi 13 Pro,384.22,₹31890.26,INR,83.0,3,Neutral feelings — neither great nor bad. Average experience overall.,Neutral,India,Hindi,2023-06-24,True,3,3,2,1,4,69,10,0,eBay
35082,Cordula Seifert B.A.,39,OnePlus,OnePlus Nord 3,651.36,€605.76,EUR,0.93,4,"Face unlock is instant, super smooth. Loving it so far!",Positive,Germany,German,2024-07-20,True,3,4,3,3,4,55,10,4,Flipkart
35083,Steven Wheeler,52,OnePlus,OnePlus Nord 3,959.61,C$1324.26,CAD,1.38,2,Customer service was disappointing. Wouldn’t recommend.,Negative,Canada,English,2023-03-20,True,4,2,3,2,4,55,6,3,AliExpress
35084,Jacob Hensley,29,OnePlus,OnePlus Nord 3,960.61,A$1469.73,AUD,1.53,2,Software updates are delayed sometimes. Okay for casual use.,Neutral,Australia,English,2024-01-28,False,2,2,1,1,2,60,9,8,BestBuy
35085,Deborah Smith,31,Apple,iPhone 14,918.13,A$1404.74,AUD,1.53,5,"Face unlock is instant, super smooth. Loving it so far!",Positive,Australia,English,2025-07-12,True,4,2,5,4,4,55,10,4,eBay
35086,Karen Sanford,26,Realme,Realme 12 Pro,330.84,A$506.19,AUD,1.53,2,"Phone is fine, not the best in this range. Fine but could be better.",Neutral,Australia,English,2023-12-13,True,3,1,2,1,1,68,14,1,AliExpress
35087,Adam Mason,37,Apple,iPhone SE,903.02,£704.36,GBP,0.78,3,Software updates are delayed sometimes. Average experience overall.,Neutral,UK,English,2025-07-28,True,2,1,1,2,3,67,8,3,AliExpress
35088,Zachary Leonard,33,Samsung,Galaxy Z Flip,774.54,C$1068.87,CAD,1.38,5,Loving the clean UI and fast updates. Loving it so far!,Positive,Canada,English,2022-12-17,False,4,5,5,4,5,55,11,5,Flipkart
35089,Manja Lorch,41,OnePlus,OnePlus 11R,668.35,€621.57,EUR,0.93,4,Design feels premium and stylish. Absolutely worth it!,Positive,Germany,German,2025-07-19,True,5,4,4,5,5,54,8,5,Flipkart
35090,Leonardo Rocha,37,Apple,iPhone SE,1168.84,R$6662.39,BRL,5.7,4,Absolutely love this phone! The camera is next level. Loving it so far!,Positive,Brazil,Portuguese,2025-05-10,True,5,5,5,3,4,71,13,5,BestBuy
35091,Ben Parker,33,Apple,iPhone 13,1228.1,£957.92,GBP,0.78,3,Display started flickering after a month. Very disappointed.,Negative,UK,English,2024-10-08,True,3,1,2,1,3,60,8,0,eBay
35092,Ashley Rivera,28,OnePlus,OnePlus 11R,863.82,$863.82,USD,1.0,5,Smooth performance even after months of use. Best purchase of the year!,Positive,USA,English,2023-03-26,True,5,4,4,4,5,71,12,10,BestBuy
35093,Brittany Green,39,OnePlus,OnePlus Nord 3,920.67,C$1270.52,CAD,1.38,2,Fast charging is a lifesaver. Best purchase of the year!,Positive,Canada,English,2025-07-09,True,2,2,2,3,1,56,10,8,BestBuy
35094,Jeffrey Pickering,22,Google,Pixel 7a,677.73,£528.63,GBP,0.78,2,Neutral feelings — neither great nor bad. Okay for casual use.,Neutral,UK,English,2025-07-16,True,3,3,3,1,1,62,11,1,AliExpress
35095,Benjamin Fonseca,33,Samsung,Galaxy S24,1338.49,R$7629.39,BRL,5.7,2,"Face unlock is instant, super smooth. No regrets buying this one.",Positive,Brazil,Portuguese,2022-12-30,False,4,1,2,2,1,65,11,3,AliExpress
35096,Michael Brown,35,Samsung,Galaxy A55,766.96,C$1058.4,CAD,1.38,4,"Face unlock is instant, super smooth. Best purchase of the year!",Positive,Canada,English,2022-12-10,True,3,4,3,4,3,64,11,6,BestBuy
35097,Diego Souza,32,Motorola,Razr 40,548.36,R$3125.65,BRL,5.7,4,Absolutely love this phone! The camera is next level. Loving it so far!,Positive,Brazil,Portuguese,2024-02-19,True,4,3,4,4,4,71,13,5,Flipkart
35098,Leanne Kelly,20,OnePlus,OnePlus 11R,759.65,£592.53,GBP,0.78,3,"Performance is average, camera okay. Average experience overall.",Neutral,UK,English,2025-02-18,True,2,1,4,3,2,64,8,2,Flipkart
35099,John Johnson,45,Apple,iPhone 13,1175.17,C$1621.73,CAD,1.38,3,Build quality feels solid and durable. Best purchase of the year!,Positive,Canada,English,2023-06-25,True,2,3,3,4,3,65,11,3,AliExpress
35100,Harrison Ramanathan,18,Apple,iPhone SE,1085.81,₹90122.23,INR,83.0,4,Smooth performance even after months of use. Absolutely worth it!,Positive,India,Hindi,2023-11-13,True,4,4,4,5,3,65,10,10,BestBuy
35101,Prof. Willfried Bohnbach B.A.,18,Samsung,Galaxy Note 20,1300.16,€1209.15,EUR,0.93,3,"Overall decent, but expected a bit more for the price. Average experience overall.",Neutral,Germany,German,2023-09-10,True,1,4,3,3,3,82,13,2,Flipkart
35102,Lisa Daniels,22,Google,Pixel 8,878.73,A$1344.46,AUD,1.53,2,"Phone hangs often, regret buying it. Returning this soon.",Negative,Australia,English,2025-08-16,True,2,2,2,1,2,57,9,3,Amazon
35103,Kashvi Bala,39,Apple,iPhone 14,1437.7,₹119329.1,INR,83.0,2,"Performance is average, camera okay. Fine but could be better.",Neutral,India,Hindi,2023-05-07,True,1,2,2,1,3,62,10,2,eBay
35104,Brian Shea,18,Apple,iPhone 13,1025.24,د.إ3762.63,AED,3.67,5,Battery easily lasts a day with heavy use. No regrets buying this one.,Positive,UAE,English,2022-11-30,True,3,4,4,4,4,70,13,6,BestBuy
35105,Mitali Bala,18,Apple,iPhone SE,1401.14,₹116294.62,INR,83.0,5,"Phone is fine, not the best in this range. Fine but could be better.",Neutral,India,Hindi,2025-08-29,False,4,5,4,4,4,68,14,0,Amazon
35106,Tiffany Kline,31,Google,Pixel 6,624.14,د.إ2290.59,AED,3.67,3,"Face unlock is instant, super smooth. Absolutely worth it!",Positive,UAE,English,2025-07-27,True,3,3,2,1,2,58,9,4,Flipkart
35107,Michael Rivera,29,Apple,iPhone SE,960.99,A$1470.31,AUD,1.53,2,"Does what it’s supposed to, nothing special. Okay for casual use.",Neutral,Australia,English,2024-05-31,False,3,3,2,2,3,65,11,2,AliExpress
35108,Patrick Smith,34,OnePlus,OnePlus 12,951.58,£742.23,GBP,0.78,2,Battery life could be slightly better. Fine but could be better.,Neutral,UK,English,2024-04-25,True,2,4,1,1,1,64,11,1,BestBuy
35109,Mrs Kayleigh Holland,35,Realme,Realme Narzo 70,374.53,£292.13,GBP,0.78,4,Display is crisp and vibrant — perfect for gaming. No regrets buying this one.,Positive,UK,English,2023-04-10,True,5,3,3,4,2,78,14,8,Flipkart
35110,Sarah Lucas,43,Xiaomi,Poco X6,249.49,C$344.3,CAD,1.38,1,Display started flickering after a month. Wouldn’t recommend.,Negative,Canada,English,2023-08-11,True,1,1,2,1,2,61,8,1,BestBuy
35111,Dana Ford,29,Motorola,Moto G Power,583.2,A$892.3,AUD,1.53,3,Fast charging is a lifesaver. Best purchase of the year!,Positive,Australia,English,2023-06-16,False,4,3,2,3,2,56,10,4,Amazon
35112,Nilima Sundaram,36,Xiaomi,Poco X6,536.01,₹44488.83,INR,83.0,2,Worth every penny. Highly recommended! Loving it so far!,Positive,India,Hindi,2022-11-09,True,3,2,2,3,2,56,9,5,eBay
35113,Ira Mann,20,Samsung,Galaxy Note 20,748.71,₹62142.93,INR,83.0,3,Absolutely love this phone! The camera is next level. Best purchase of the year!,Positive,India,Hindi,2023-01-27,True,2,2,2,5,4,80,14,5,Amazon
35114,Peter Hegde,25,Samsung,Galaxy Z Flip,740.58,₹61468.14,INR,83.0,5,"Face unlock is instant, super smooth. Absolutely worth it!",Positive,India,Hindi,2022-11-13,True,4,5,5,3,5,58,9,4,AliExpress
35115,Konstantin Hoffmann MBA.,23,Samsung,Galaxy Note 20,1247.48,€1160.16,EUR,0.93,3,Overheats quickly while gaming. Wouldn’t recommend.,Negative,Germany,German,2023-01-09,True,3,3,3,4,1,51,6,0,eBay
35116,Kritika Hayre,24,OnePlus,OnePlus Nord 3,819.66,₹68031.78,INR,83.0,3,Build quality feels solid and durable. Loving it so far!,Positive,India,Hindi,2023-12-05,True,4,2,3,3,3,56,10,6,AliExpress
35117,Miss Lindsey Gomez,41,Google,Pixel 6,504.16,د.إ1850.27,AED,3.67,3,Design feels premium and stylish. Best purchase of the year!,Positive,UAE,English,2024-03-12,True,3,2,4,3,1,60,10,8,eBay
35118,Brittany Dillon,29,Apple,iPhone 14,1092.86,A$1672.08,AUD,1.53,5,Worth every penny. Highly recommended! Absolutely worth it!,Positive,Australia,English,2023-03-26,True,5,5,4,4,3,59,8,4,AliExpress
35119,Gary Chen,18,Samsung,Galaxy A55,676.09,C$933.0,CAD,1.38,2,Battery life could be slightly better. Average experience overall.,Neutral,Canada,English,2024-02-06,False,1,3,1,1,2,66,9,2,eBay
